"special_IDs","LM_ID","lang_rich","area_km2","WE","island_endemics","treatment","log_area","w_mean_growing_season","max_elevation","w_mean_temperature_seasonality","w_mean_Seasonality_Precipitation","dist_continents","dist11k","dist25k","long","lat","abs_lat"
"yvro",89,1,8537.23188798688,0.000222031967588651,0,"empirical",9.0521920993434,44.4460632580837,1186,821.321337350247,34.4883283734871,1071496.97285791,15370.6274426006,15370.6274426006,-52.6394178081972,69.6885847135721,69.6885847135721
"fxqa",90,5,8526.42298585176,0.164823957854315,5,"empirical",9.05092520738376,364.517963295509,2601,50.823323666403,35.4992569494319,979876.087038906,67910.3590797416,67910.3590797416,126.634600351822,-3.42510042572123,3.42510042572123
"wvzv",91,1,8355.09201043285,7.13633043368007e-06,0,"empirical",9.03062645358799,194.155890865816,2325,527.419394433121,88.8017256747268,95613.2919606236,95613.2919606236,95613.2919606236,24.8485106736807,35.2312944558628,35.2312944558628
"cqrw",92,4,7959.63331506215,2.2298610353582e-05,0,"empirical",8.98213821183039,158.109461887893,292,906.315456074181,13.3723300020562,33871.283185559,33871.283185559,33871.283185559,-62.9981059050213,49.484773141765,49.484773141765
"chmp",93,1,2378.8075537309,3.89983512479573e-06,0,"empirical",7.77435461326497,21.3038986636309,612,1193.40403110655,53.0878799145735,145257.862544008,145257.862544008,145257.862544008,179.416923353673,71.1287360390188,71.1287360390188
"sabg",94,1,5404.09512049705,1.061467121415e-05,0,"empirical",8.59491230079362,0,938,1148.8596306665,49.0511771367197,179525.003196004,179525.003196004,179525.003196004,-178.932321670456,71.2558490674056,71.2558490674056
"bxcq",95,1,7757.16015659971,6.70201148533038e-06,0,"empirical",8.95637158699679,229.045595051774,115,590.897257299487,20.3418472055017,4025.60250636738,4025.60250636738,4025.60250636738,11.8715416400097,55.5642309521216,55.5642309521216
"xini",96,11,7414.1538661141,0.418372179762715,11,"empirical",8.91114613695015,365.018325381618,81,68.8487698802247,45.1481459306513,509138.450838558,125370.430052498,125370.430052498,134.25415040553,-6.67279652014807,6.67279652014807
"bwvm",98,16,7123.03473680466,0.103758646573455,16,"empirical",8.87108914067637,365.983926042227,2122,27.4756623870568,16.3435260225246,1261134.28025275,30019.1670348989,30019.1670348989,152.325845246097,-3.80980390771686,3.80980390771686
"bvjq",99,2,7109.54310378153,9.43764284859864e-05,0,"empirical",8.86919325966094,365.351644640911,1191,71.6184616093828,32.1997851552075,1512073.37407535,719.85378734124,719.85378734124,124.810572040855,10.8426205950576,10.8426205950576
"hqje",100,2,6744.99516172707,0.000429722016648361,1,"empirical",8.81655605132908,201.267094819029,1061,455.4312868737,34.9489571145416,6499.12244147721,6499.12244147721,6499.12244147721,-132.495052268208,55.1953176045242,55.1953176045242
"zeyn",102,1,6611.3733323589,6.47595454515689e-08,0,"empirical",8.79654667712907,208.040979675909,643,271.219540438865,18.8574730934313,587395.896350258,451901.519319676,451901.519319676,-58.7522872046517,-51.743422528227,51.743422528227
"cnqe",105,3,5814.51916240528,0.000471986614211367,0,"empirical",8.66811337235159,192.45931223399,131,897.884239048074,13.4910522107662,13897.4347502244,13897.4347502244,13897.4347502244,-63.2461713751003,46.3892596006856,46.3892596006856
"tisl",106,4,5826.57379611209,0.00124468279796855,1,"empirical",8.67018442153203,203.846791783279,140,128.890105916536,100.912500800634,24561.1567928287,24561.1567928287,24561.1567928287,130.956080025554,-11.5380080683397,11.5380080683397
"cwgv",107,1,5779.01265925169,8.5665133310521e-05,1,"empirical",8.66198812687632,365.302657217549,874,95.4496599860853,51.6090894808897,2803019.22805621,1344195.68253766,1344195.68253766,179.248978892811,-16.6022544865129,16.6022544865129
"pddr",108,1,18.172702472657,8.5665133310521e-05,1,"empirical",2.89992060402084,361.857950209844,76,80.6936103853222,46.3237488514988,2978562.92636623,1519309.58848079,1519309.58848079,-179.979813413695,-16.1525048203181,16.1525048203181
"kobe",110,2,5439.73646838497,0.000344569112145261,2,"empirical",8.60148589536499,337.419109743057,2745,63.5353311880705,59.606215227378,1181998.73607576,2551.37310647144,2551.37310647144,115.115538616052,-8.35451809374187,8.35451809374187
"vsgu",111,1,5361.98260021582,6.47595454515689e-08,0,"empirical",8.58708907377308,162.462318369822,1012,499.598818276013,42.5941884342023,9122.51307533233,9122.51307533233,9122.51307533233,-135.642537346782,57.8457487757978,57.8457487757978
"kehh",112,9,5431.53767421842,0.0274121124497603,8,"empirical",8.59997755409543,365.688128752308,2227,37.0868477100269,20.2431283723182,1656238.33183412,931865.444645768,931865.444645768,160.159575763858,-9.6231542182187,9.6231542182187
"tucd",114,1,5209.17517879233,1.08279976699069e-07,0,"empirical",8.5581768072032,52.2383394924284,265,1258.39664983804,53.1063560660614,51126.9602474479,51126.9602474479,51126.9602474479,142.241652458692,73.3171819075724,73.3171819075724
"onrm",117,2,5005.34476211481,9.76866179836948e-06,0,"empirical",8.51826157291638,109.93696664194,168,711.474280433917,31.5719138055608,72255.5415124419,72255.5415124419,72255.5415124419,48.8196841726723,68.9769455127092,68.9769455127092
"vzaw",118,2,4957.56395763904,6.58870741298107e-06,0,"empirical",8.50866976149864,198.135802576677,1585,287.648790110468,13.414009307727,350.584719068634,350.584719068634,350.584719068634,-72.2489130904982,-52.9624381537657,52.9624381537657
"zpvc",119,1,4920.17869763076,0.000153323676772324,0,"empirical",8.50110012948343,93.4540024233492,608,848.248000589926,34.1740545043627,186353.450881534,72717.2610995936,72717.2610995936,-170.327719657043,63.3858787986001,63.3858787986001
"zrtl",120,4,4882.46586726792,0.000853206556459933,2,"empirical",8.49340567189546,347.361743773224,841,53.7615448392168,47.3608000620942,14369.2787923903,14369.2787923903,14369.2787923903,-61.2939114921101,10.4212062895504,10.4212062895504
"iwhw",121,1,4743.59566284099,1.31838671030117e-07,0,"empirical",8.46455070577219,277.276109063018,1634,132.241659808057,82.7323870901368,1097721.77475688,1097721.77475688,1097721.77475688,-91.1829509651856,-0.55832511012259,0.55832511012259
"vfdb",122,2,4692.98281852901,0.000395943405048725,2,"empirical",8.45382365470291,278.497347455283,3405,58.4311034660897,67.2644180196233,1080284.82861523,13397.0169208674,13397.0169208674,116.336554677094,-8.58103004982552,8.58103004982552
"nkat",123,2,4580.79221044062,0.000430645987403552,0,"empirical",8.42962723386227,364.889360625859,325,30.0718857118787,39.2723276577745,576378.910684803,85460.767933022,85460.767933022,107.899314234729,-2.8876141327789,2.8876141327789
"znxi",124,1,4520.41345582716,6.47595454515689e-08,0,"empirical",8.41635874117105,208.404415814975,631,257.803666950004,18.9008914499175,497585.048834048,393016.775094845,393016.775094845,-60.0927966205743,-51.748890025216,51.748890025216
"wrkx",126,12,4549.63887952734,0.177348286470434,12,"empirical",8.42280314165841,312.914198041898,995,60.1675469311697,50.9812323595766,979283.637869166,5792.67205027516,5792.67205027516,122.911118934722,-5.07643693834939,5.07643693834939
"cdgm",127,1,4524.78603836149,3.30458344947682e-05,0,"empirical",8.41732557067608,281.55763562509,355,39.9520134838145,70.6683674743368,1320198.19326318,2507.14321000045,2507.14321000045,113.349127311054,-7.0342023132614,7.0342023132614
"gziu",128,2,4487.35174287483,0.000453534983699883,0,"empirical",8.40901799445129,362.178820172072,994,66.3826525194843,34.1723417563897,1521967.69397214,6256.36125316176,6256.36125316176,123.714226306472,10.3125268609816,10.3125268609816
"yezl",129,2,4444.33786739036,1.9930927122066e-05,0,"empirical",8.39938617563516,216.728570109933,308,246.703843709912,59.568579929424,13856.1837611334,13856.1837611334,13856.1837611334,137.24570465216,-35.8296091679019,35.8296091679019
"itcj",130,1,4358.60314026847,6.47595454515689e-08,0,"empirical",8.37990690433786,168.720774968598,1244,556.880321126369,40.4790539840018,4692.97149295079,4692.97149295079,4692.97149295079,-134.378882140899,57.6824356932981,57.6824356932981
"crfo",131,3,4294.03814556822,3.81540797186387e-05,0,"empirical",8.36498286185717,151.397041763341,1194,264.632904525081,13.7499667501622,155835.899908964,4900.4318957995,4900.4318957995,-68.9379645442016,-55.2362471866178,55.2362471866178
"xrsj",132,1,4238.07482643425,7.86469983872459e-06,0,"empirical",8.35186439474464,88.9273482109716,444,705.495569315123,49.1105939980838,55392.9869253353,55392.9869253353,55392.9869253353,-166.389959543412,60.097198607991,60.097198607991
"grvy",133,1,4186.12591158599,6.47595454515689e-08,0,"empirical",8.33953098176666,158.809897824425,1546,477.630240049422,40.9824906320142,73100.6692472235,73100.6692472235,73100.6692472235,-135.037364893159,56.9495047402307,56.9495047402307
"jmve",134,1,4163.45480547845,6.47595454515689e-08,0,"empirical",8.33410049068204,135.899602528819,2659,469.037150411438,29.7999471405402,957.497655356652,957.497655356652,957.497655356652,-164.12460954372,54.7338687914766,54.7338687914766
"idew",135,1,4082.01040581637,0.000189324925996903,1,"empirical",8.31434489256212,365.987329940804,729,39.7393656304934,22.6034100909518,427127.362087794,92020.3842563644,92020.3842563644,97.5770381405361,1.06354579798623,1.06354579798623
"uipk",136,25,4086.34549542703,0.289046009462506,25,"empirical",8.31540632770772,365.404387031273,1655,96.3662175846431,39.1741037023425,1795687.39942717,569961.338364069,569961.338364069,166.854244138071,-15.2409004694292,15.2409004694292
"mxoz",137,1,3975.10292414844,1.41954054322747e-07,0,"empirical",8.28780591962075,364.622437921942,29,84.8262704233157,53.0772553314919,2394.23197094089,2394.23197094089,2394.23197094089,-51.5182998314176,-0.97989729174613,0.97989729174613
"qtgc",138,13,3903.31355708279,0.0777364295032519,13,"empirical",8.26958110140769,366,1169,35.625697868289,15.5030321790476,1788741.37338826,986843.485627052,986843.485627052,160.945900777655,-8.92487534382024,8.92487534382024
"saiq",140,1,3862.12943473167,0.000163105487383011,1,"empirical",8.25897397737549,366,314,39.455908254469,19.7046059326346,494488.835426611,121864.172219871,121864.172219871,98.9182254514115,-1.37648727312805,1.37648727312805
"uqnr",141,1,3798.28571929596,6.45686874195095e-06,0,"empirical",8.24230511742524,170.905195844905,1207,236.458495912784,13.1946424990172,9459.3722517612,9459.3722517612,9459.3722517612,-72.6082971185818,-53.8237747031185,53.8237747031185
"yrnt",142,8,3827.31918385718,0.0498667408070893,8,"empirical",8.24991988509841,365.955585628557,1084,29.9419807416304,17.0382366511861,1645073.61094291,735060.625479717,735060.625479717,159.20037596409,-8.03880085910528,8.03880085910528
"noal",143,1,3793.23787264805,3.11935600014416e-05,0,"empirical",8.2409752533128,364.352952815123,800,69.8464379990039,28.8461517993747,1593545.72733493,65973.1804135926,65973.1804135926,124.204153668806,9.85479680463372,9.85479680463372
"zxde",144,2,3706.59796415363,0.000121915692828612,0,"empirical",8.21786974411405,203.618296291119,1579,602.078023262306,64.1605082348563,133.89945758078,133.89945758078,133.89945758078,23.7961716115932,38.5570832066514,38.5570832066514
"mlgn",145,3,3650.58715492371,0.000128922315494582,0,"empirical",8.20264329800191,249.243062790256,1208,511.385637644904,48.9608048612172,167665.447181653,167665.447181653,167665.447181653,2.95679376176402,39.6148787701274,39.6148787701274
"ojqi",146,1,3663.0998635632,0.000261327311138882,1,"empirical",8.20606502518721,45.2850464736073,1400,158.632221855088,97.1383545528896,232676.823292352,232676.823292352,232676.823292352,53.8699759748397,12.5088271498774,12.5088271498774
"tunv",148,1,3602.63394716941,7.46528930746968e-05,1,"empirical",8.18942050890887,311.739655182782,17,228.724441641978,61.6202226368211,199502.38302318,199502.38302318,199502.38302318,-78.0504649096207,24.684572728034,24.684572728034
"dijl",150,2,3291.37697863765,3.16559783595095e-06,0,"empirical",8.09906129073859,90.8135568211999,161,818.034821459201,39.2285348454732,2843.67347003968,2843.67347003968,2843.67347003968,58.9276335623685,70.1825474708493,70.1825474708493
"ygps",151,5,3318.80156867579,0.0131239852014209,5,"empirical",8.10735902345357,366,899,42.3564498340756,13.8144316008932,1735961.23592413,1043861.15361118,1043861.15361118,161.816179060858,-10.5430888408504,10.5430888408504
"macm",152,4,3304.30722229835,0.00695301242293993,4,"empirical",8.10298211527516,294.43578546976,266,72.0389922045962,63.1576813151726,352296.54588656,352296.54588656,352296.54588656,131.456003554296,-7.71184392022999,7.71184392022999
"sfwc",153,4,3267.17620374635,0.000663022233759426,1,"empirical",8.0916813445655,358.348190480519,580,73.1173525858628,39.9661185575215,1352288.2616786,34142.0112487853,34142.0112487853,123.595827313734,12.1824750599762,12.1824750599762
"fxsz",154,2,3230.07271513715,9.20442768467576e-06,0,"empirical",8.08025992838967,173.646273629811,1539,669.422505594829,28.4525112524112,665025.054427929,120639.277525459,120639.277525459,147.863505410617,45.0678403569582,45.0678403569582
"ymgu",156,4,3139.97304931184,0.0073850198804313,4,"empirical",8.05196949584376,365.96493637133,901,19.7008860857904,21.036187634837,1194175.11510025,46218.1870978455,46218.1870978455,131.004780193595,-0.187086450408096,0.187086450408096
"jnsi",157,6,3129.35167703405,0.000153525196089952,0,"empirical",8.04858113014141,258.852882680427,104,802.789722624667,9.06707675372923,0,0,0,-73.2554011117304,40.8095036719113,40.8095036719113
"fdtn",158,4,3124.21811246872,0.0142677819189056,4,"empirical",8.04693932685425,366,836,35.473577950337,14.0969249367125,1513131.77908063,491307.738531621,491307.738531621,156.91854063336,-7.01455209737165,7.01455209737165
"hbqe",159,1,3031.26532083843,2.18186017437671e-06,0,"empirical",8.01673540897023,201.392138603456,79,621.867851214157,24.8162555951402,82545.8617474159,82545.8617474159,82545.8617474159,18.5147197030274,57.486777673583,57.486777673583
"sstv",160,1,3024.38248711824,6.70201148533038e-06,0,"empirical",8.01446221313642,230.077210428328,111,577.86774672358,18.3109144467734,477.604246262293,477.604246262293,477.604246262293,10.3287612804093,55.3242439161223,55.3242439161223
"uurs",162,1,2947.89458009973,6.47595454515689e-08,0,"empirical",7.98884649286648,191.346844735871,1269,550.973511445258,36.9641505861617,270.26930381159,270.26930381159,270.26930381159,-131.338896613931,55.5872496003679,55.5872496003679
"diyp",163,1,2981.72519628005,0.000262755277784381,1,"empirical",8.00025733691325,305.596971995117,317,53.2694385596155,50.4839855488714,1015473.07946338,11310.7962154696,11310.7962154696,122.519500959232,-5.01524771419929,5.01524771419929
"seld",164,2,2949.30731007596,0.0057493711643302,2,"empirical",7.98932561161791,364.984036283503,1165,43.50599798448,31.0863531896691,1271628.75816175,134045.978221147,134045.978221147,124.854513530274,-1.83298542227744,1.83298542227744
"esnz",165,1,2824.83054489642,6.47595454515689e-08,0,"empirical",7.94620365767396,195.010956366827,973,541.290380464523,36.4321601460835,5331.92393830099,5331.92393830099,5331.92393830099,-133.425852453681,56.7813944509174,56.7813944509174
"unsw",167,1,2790.25852940232,6.47595454515689e-08,0,"empirical",7.93388953339069,138.237887621777,1775,403.921080380619,37.0350971595859,209182.755982203,209182.755982203,209182.755982203,-166.892131630892,53.6686012524568,53.6686012524568
"gsoo",169,2,2686.85145824496,4.84026720474897e-05,0,"empirical",7.89612532545174,194.409171429108,58,703.20444297352,27.9529589048813,17090.6410380346,17090.6410380346,17090.6410380346,22.4955763846945,58.378899449792,58.378899449792
"ciki",170,5,2632.42896072567,0.00643781336602723,0,"empirical",7.87566225816469,217.377893189524,927,467.235292428324,39.1181567547737,538.782123156975,538.782123156975,538.782123156975,-128.844669034404,52.9507166409945,52.9507166409945
"mcng",171,5,2653.81921313424,0.0242716687142333,5,"empirical",7.88375509393378,240.945589154777,1110,73.0618799076602,78.3238213190442,643115.676015607,50469.2681899314,50469.2681899314,125.90677763602,-7.8375848978183,7.8375848978183
"qfdx",172,2,2592.59207449108,0.000251490734071501,1,"empirical",7.86041345518799,365.981611538365,925,18.2880985411318,14.6079701460442,1171365.34837738,111585.279478291,111585.279478291,135.888271165754,-0.935609766471239,0.935609766471239
"bsfa",173,2,2545.64055190864,0.000474032680719313,0,"empirical",7.84213758765331,365,833,32.7284724331713,18.9604104647631,1130664.72843487,73922.2535385185,73922.2535385185,127.697241113629,-1.66144581227344,1.66144581227344
"ekrf",174,2,2540.39787486102,0.000392318124909493,1,"empirical",7.84007599139132,365,2960,221.79122863199,67.4358223157511,1664234.5685091,676379.330026289,676379.330026289,55.538352382163,-21.1208067819331,21.1208067819331
"rsbn",175,2,2513.38239271939,3.16972109766877e-05,0,"empirical",7.82938469179301,167.453643082112,876,312.395698479894,16.5613258036745,211741.399682035,3915.3481798497,3915.3481798497,-67.6518432221421,-55.0792642601136,55.0792642601136
"eahl",177,1,2367.3589268655,0.000328264887014575,1,"empirical",7.76953023589962,364.948658504819,994,62.9891625012139,50.1349655280839,1397076.33928956,15127.4715634946,15127.4715634946,123.138031028456,-1.37737756894498,1.37737756894498
"ssns",178,3,2361.14133912139,0.000385282919908166,1,"empirical",7.7669003993858,172.836457305393,161,212.026323344254,99.2499206552214,40444.3965789395,40444.3965789395,40444.3965789395,136.636299449801,-14.0219037985162,14.0219037985162
"ydyd",179,13,2333.6917424628,0.150397905323129,12,"empirical",7.7552067314861,366,1393,18.1635143347133,16.64248556011,1105716.83797825,22739.9314345818,22739.9314345818,136.202356538878,-1.75070191517229,1.75070191517229
"gthz",181,3,2274.71991680586,0.0162605256443063,0,"empirical",7.72961221031403,365.881130511073,1143,20.0818999752659,16.369530150878,1514715.41868859,16365.0791457722,16365.0791457722,128.450678119262,2.31649680034669,2.31649680034669
"bzvu",182,2,2243.47523582773,0.00012652227512495,0,"empirical",7.71578138716824,127.911060372898,992,642.138548817684,29.8360021715869,1128.97740727517,1128.97740727517,1128.97740727517,15.845380272683,68.6288260679324,68.6288260679324
"cwnr",183,1,2247.91816890053,1.31838671030117e-07,0,"empirical",7.71775980861638,327.748604288911,160,189.794205571869,58.5086410951359,371073.624387697,47146.9292408229,47146.9292408229,-82.8417351101395,21.6786082956593,21.6786082956593
"ssqg",184,1,2207.80909384787,7.86469983872459e-06,0,"empirical",7.69975594253938,126.56838633369,404,835.723026219329,45.7704072672316,220.109178695555,220.109178695555,220.109178695555,-164.763470048655,60.6041428827326,60.6041428827326
"lvgv",185,3,2193.11609124346,8.17454500724084e-05,0,"empirical",7.69307868420028,264.671386643648,657,298.027876308584,28.1339756267783,662611.880646158,37655.7520030382,37655.7520030382,-6.66144009949588,58.1355541044297,58.1355541044297
"vkkl",186,1,2191.28298192457,1.41954054322747e-07,0,"empirical",7.69224248777058,301.384615012855,27,71.3285378493727,63.973999614928,29569.7513636279,12914.97390663,12914.97390663,-49.9975167635542,0.168249329850203,0.168249329850203
"kyts",187,12,2136.57240726985,0.211252177175051,12,"empirical",7.66695814511119,222.370794464377,1672,70.4769190420296,89.4187102219625,625460.062463832,31987.4676484376,31987.4676484376,124.726283938694,-8.28256694417257,8.28256694417257
"fadc",188,1,2126.95949820895,6.6289987847617e-06,0,"empirical",7.6624487732742,365.451414295299,631,25.864858238417,27.1572255125817,1413944.6613648,2592.37147777146,2592.37147777146,116.167793258812,-3.65149896218903,3.65149896218903
"ocsm",191,1,2100.60530658695,0.000479734182954238,1,"empirical",7.64998082340987,365.992250638899,407,31.6490070782332,18.5066562494045,1026069.88909344,69423.6619199413,69423.6619199413,130.118322997567,-1.87985510589308,1.87985510589308
"atcx",192,5,2087.34863922745,0.0148231627415694,5,"empirical",7.64364994594165,366,764,37.9149394580173,18.0654092562525,1486772.89251445,642282.602497749,642282.602497749,157.566328812715,-8.26335068545353,8.26335068545353
"myga",193,25,2073.62343852222,0.476680857516698,25,"empirical",7.63705280939376,364.926756141034,797,102.658376010692,43.6890398586684,1792338.99515383,518849.552386225,518849.552386225,167.474348752393,-16.2784017503115,16.2784017503115
"pmgv",194,1,2051.70439384505,1.31838671030117e-07,0,"empirical",7.62642613833299,143.086368581939,3470,304.371951841769,79.8613846376188,288352.501463185,288352.501463185,288352.501463185,-16.5536335597339,28.2836959283806,28.2836959283806
"jkxt",195,1,2048.54935670644,1.08279976699069e-07,0,"empirical",7.62488719076864,138.169406476043,1663,588.179812253825,29.3681756359759,38582.275933681,38582.275933681,38582.275933681,155.718559447085,50.3714051244185,50.3714051244185
"rkws",196,1,2008.08974200487,5.37702065502097e-06,0,"empirical",7.60493917204645,77.0200051370992,61,1227.76215113056,39.5510459552968,1970.07358936963,1970.07358936963,1970.07358936963,168.666087500062,69.7832944897652,69.7832944897652
"rdtg",197,1,1969.6002670452,6.47595454515689e-08,0,"empirical",7.58558589101365,199.163387583635,911,379.428459434301,38.6435836942057,43407.0159776164,43407.0159776164,43407.0159776164,-134.070607215577,56.5468536282531,56.5468536282531
"aqxy",199,1,1951.30687543005,1.08279976699069e-07,0,"empirical",7.5762546196073,125.81555564953,216,862.162943486164,33.5937507740819,27464.8079169338,27464.8079085635,27464.8079085635,164.018079131684,58.9664762717767,58.9664762717767
"opzn",200,3,1957.95668749494,0.00126834995502805,2,"empirical",7.57965670205668,337.609198709944,2866,89.5992402600175,62.5958681520762,35592.4530549039,35592.4530549039,35592.4530549039,8.71783103171271,3.53997373599969,3.53997373599969
"ehac",201,17,1932.47461462393,12.2246054433338,17,"empirical",7.56655664434629,365.944862541345,603,20.7500321088077,11.03579308755,1037507.43810848,273605.765231849,273605.765231849,147.040143029793,-2.08229383774911,2.08229383774911
"lkan",202,2,1922.82188206166,0.000119209156259907,2,"empirical",7.56154911626588,365.622920683316,2966,127.627596008531,36.2074082251686,3676877.77028912,3676877.77028912,3676877.77028912,-156.336640712829,20.7937282323187,20.7937282323187
"howi",204,2,1854.74336092919,3.61555045148129e-05,0,"empirical",7.5255016155669,153.249019330671,593,452.202197743436,19.9933972093536,47057.9907665736,47057.9907665736,47057.9907665736,-152.595601698856,58.2567571809925,58.2567571809925
"fdok",205,1,1877.36103064939,1.08279976699069e-07,0,"empirical",7.53762236260287,139.155828070254,641,1106.13213851499,43.9841708962923,32728.1991765342,32728.1991765342,32728.1991765342,137.769631997156,54.7794164887125,54.7794164887125
"dpsr",206,6,1879.94222201966,0.000533158301787907,1,"empirical",7.53899632238346,364.800757486803,721,196.987483509783,54.8114646268684,1851307.22460545,864824.769610652,864824.769610652,57.5633376339527,-20.2865768458925,20.2865768458925
"zmbm",207,3,1881.10421054956,0.00935679843100738,1,"empirical",7.53961422944082,364.956130027394,1715,30.7253586583148,18.9716577172264,1229386.11596047,13876.4664849296,13876.4664849296,127.706583310442,-0.778396519781508,0.778396519781508
"ceqz",208,1,1829.50638059154,0.000369416144264822,0,"empirical",7.51180147206812,112.245312615268,73,1067.90948930504,44.1222113762534,149024.865373762,149024.865373762,149024.865373762,-79.2231576190249,56.5051053527528,56.5051053527528
"kifx",209,1,1848.71680501476,2.34744980649006e-06,0,"empirical",7.52224705849654,309.799397858563,1819,698.481544428976,58.5226130109567,83243.9020152654,83243.9020152654,83243.9020152654,126.55382758083,33.3832302699224,33.3832302699224
"fhpf",210,1,1818.94127158076,6.47595454515689e-08,0,"empirical",7.50600989189508,154.650148934624,1897,340.90770784303,34.0467817853429,322723.234834362,322723.234834362,322723.234834362,-168.352933009602,53.2673361505523,53.2673361505523
"oghn",213,2,1755.78271818114,0.00209919735075107,2,"empirical",7.47067002974014,365.930343689103,444,40.3293380614657,16.795962248818,497072.442710939,115226.904677032,115226.904677032,96.0670934490264,2.62901558474431,2.62901558474431
"stys",215,1,1732.67323391326,0.000322044824089442,1,"empirical",7.45742071678004,365.924079984781,1784,40.6330191589709,54.4273097080617,3803231.06317886,2341532.46735412,2341532.46735412,-172.451050482977,-13.6173219997972,13.6173219997972
"brfb",216,3,1713.52034782618,0.000133646786829894,1,"empirical",7.44630521625214,215.375340042232,91,112.749256825243,97.659809373325,56789.3261410622,56789.3261410622,56789.3261410622,130.316994211439,-11.6377759967403,11.6377759967403
"ugap",219,4,1651.68434227537,0.000149188899997079,0,"empirical",7.40955085971906,253.503431156664,798,296.368276027571,31.3889348994094,676220.886189348,530.833305359625,530.833305359625,-6.24566411303841,57.3628712510668,57.3628712510668
"lkxz",220,4,1696.82644654438,6.84488609824606e-05,0,"empirical",7.43651498925842,358.939672826564,214,275.704504946702,34.2872982770345,1312.74013066935,1312.74013066935,1312.74013066935,153.143322583051,-25.2648880600414,25.2648880600414
"aehg",221,1,1663.556745796,1.31838671030117e-07,0,"empirical",7.41671320716767,7.59815314571056,622,230.784609821062,91.4623771671777,96402.8238605074,96402.8238605074,96402.8238605074,-14.0317562058929,28.4030811328286,28.4030811328286
"llzv",222,1,1658.62098570261,7.13633043368007e-06,0,"empirical",7.4137418045975,207.563412568148,847,577.735494170789,78.3650594340099,8906.73389323016,8906.73389323016,8906.73389323016,26.2443494799639,39.1710281431713,39.1710281431713
"lrno",223,1,1661.95372818271,5.63055528599749e-06,0,"empirical",7.41574913398252,366,834,68.557261600271,29.8404668937635,480989.223770857,223154.672637529,223154.672637529,108.201983435328,3.9232719402038,3.9232719402038
"dtxe",224,4,1664.13140439789,0.00394202908434233,2,"empirical",7.41705858725239,365.834293373259,696,31.6085197418972,23.4959055441691,1091319.38543325,1383.76855287313,1383.76855287313,130.884539462659,-1.10623429746221,1.10623429746221
